 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_01_C2,1281.862,175.230,120,305,224620.877,19553411.000
2,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C2,28.719,118.008,111,128,3389.047,295019.000
3,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C2,28.719,112.709,108,119,3236.871,281772.000
4,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C2,28.719,116.503,112,127,3345.831,291257.000
5,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C2,28.719,114.585,111,121,3290.748,286462.000
6,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_01_C3,1281.862,282.806,147,1331,362517.770,31557436.000
7,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C3,28.719,155.079,143,173,4453.690,387697.000
8,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C3,28.719,143.691,135,154,4126.640,359227.000
9,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C3,28.719,150.371,139,166,4318.482,375927.000
10,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C3,28.719,146.683,138,160,4212.578,366708.000
11,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_02_C2,736.812,196.930,145,292,145100.474,12631102.000
12,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C2,28.719,117.695,113,126,3380.075,294238.000
13,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C2,28.719,113.945,110,121,3272.379,284863.000
14,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C2,28.719,114.453,110,121,3286.957,286132.000
15,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C2,28.719,115.513,111,122,3317.410,288783.000
16,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_02_C3,736.812,369.283,168,1830,272092.346,23685837.000
17,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C3,28.719,153.347,143,167,4403.961,383368.000
18,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C3,28.719,146.327,137,161,4202.343,365817.000
19,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C3,28.719,146.514,139,159,4207.707,366284.000
20,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C3,28.719,149.292,138,163,4287.489,373229.000
21,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_03_C2,1193.660,403.285,200,3203,481385.321,41904943.000
22,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_03_C2,28.719,119.902,114,130,3443.440,299754.000
23,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_03_C2,28.719,118.260,113,126,3396.307,295651.000
24,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_03_C2,28.719,124.695,115,139,3581.096,311737.000
25,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_03_C2,28.719,123.820,115,135,3555.984,309551.000
26,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_03_C3,1193.660,300.604,172,1318,358818.938,31235450.000
27,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_03_C3,28.719,149.528,141,162,4294.278,373820.000
28,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_03_C3,28.719,148.844,139,162,4274.634,372110.000
29,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_03_C3,28.719,151.512,142,164,4351.256,378780.000
30,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_03_C3,28.719,148.541,139,163,4265.938,371353.000
31,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_04_C2,1080.680,313.934,149,2985,339261.893,29532995.000
32,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_04_C2,28.719,128.208,118,144,3681.980,320519.000
33,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_04_C2,28.719,163.991,124,247,4709.633,409977.000
34,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_04_C2,28.719,115.265,111,124,3310.288,288163.000
35,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_04_C2,28.719,118.482,113,127,3402.671,296205.000
36,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_04_C3,1080.680,289.885,159,1214,313273.208,27270661.000
37,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_04_C3,28.719,149.238,139,165,4285.961,373096.000
38,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_04_C3,28.719,158.293,141,180,4546.004,395733.000
