 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_01_C2,1103.449,150.894,121,408,166503.362,14494239
2,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C2,28.719,112.528,109,118,3231.667,281319
3,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C2,28.719,112.466,109,118,3229.887,281164
4,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C2,28.719,111.662,108,118,3206.808,279155
5,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C2,28.719,112.278,108,119,3224.499,280695
6,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_01_C3,1103.449,299.200,172,1063,330151.849,28739959
7,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C3,28.719,141.424,134,153,4061.540,353560
8,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C3,28.719,140.697,133,154,4040.667,351743
9,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C3,28.719,140.877,133,153,4045.825,352192
10,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_01_C3,28.719,140.181,133,151,4025.848,350453
11,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_02_C2,963.691,212.253,135,367,204546.685,17805938
12,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C2,28.719,117.850,111,152,3384.521,294625
13,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C2,28.719,115.512,111,123,3317.388,288781
14,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C2,28.719,111.877,108,118,3212.977,279692
15,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C2,28.719,113.531,109,121,3260.478,283827
16,ELT2rnai:intestine:MAX_ELT2gfp_ELT2rnai_worm_02_C3,963.691,602.301,223,2932,580431.902,50527020
17,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C3,28.719,142.888,133,165,4103.573,357219
18,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C3,28.719,140.609,133,153,4038.128,351522
19,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C3,28.719,134.928,128,146,3874.982,337320
20,ELT2rnai:background:MAX_ELT2gfp_ELT2rnai_worm_02_C3,28.719,140.695,132,156,4040.609,351738
