 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
619,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C1,28.719,105.322,102,112,3024.719,263304
620,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C1,28.719,105.208,102,111,3021.457,263020
621,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C2,1055.465,364.952,229,1135,385194.398,33531453
622,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C2,28.719,127.661,121,140,3666.288,319153
623,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C2,28.719,133.176,122,150,3824.655,332939
624,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C2,28.719,132.218,124,151,3797.142,330544
625,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C2,28.719,132.754,122,149,3812.536,331884
626,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C3,1055.465,325.773,160,1550,343841.866,29931685
627,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C3,28.719,114.853,111,125,3298.456,287133
628,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C3,28.719,116.7,111,129,3351.506,291751
629,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C3,28.719,116.705,112,126,3351.632,291762
630,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_16_C3,28.719,118.406,112,128,3400.5,296016
631,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C1,1167.342,108.909,104,131,127133.651,11067077
632,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C1,28.719,104.611,102,110,3004.317,261528
633,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C1,28.719,104.543,102,110,3002.353,261357
634,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C1,28.719,105.452,102,112,3028.453,263629
635,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C1,28.719,105.366,102,110,3026.006,263416
636,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C2,1167.342,379.737,269,1905,443282.975,38588106
637,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C2,28.719,122.672,118,131,3523.003,306680
638,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C2,28.719,124.134,118,134,3565.002,310336
639,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C2,28.719,131.848,123,145,3786.516,329619
640,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C2,28.719,126.345,120,137,3628.493,315863
641,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C3,1167.342,221.763,149,856,258873.261,22535106
642,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C3,28.719,113.103,108,121,3248.198,282758
643,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C3,28.719,113.976,110,123,3273.252,284939
644,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C3,28.719,115.581,111,124,3319.352,288952
645,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_17_C3,28.719,115.143,111,122,3306.773,287857
646,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C1,1107.802,111.335,105,131,123336.957,10736572
647,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C1,28.719,105.542,102,112,3031.037,263854
648,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C1,28.719,105.532,102,112,3030.75,263829
649,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C1,28.719,104.524,101,112,3001.824,261311
650,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C1,28.719,105.193,102,111,3021.02,262982
651,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C2,1107.802,492.972,324,2728,546115.497,47539752
652,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C2,28.719,129.498,122,142,3719.038,323745
653,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C2,28.719,128.667,122,142,3695.179,321668
654,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C2,28.719,126.825,121,136,3642.267,317062
655,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C2,28.719,126.892,121,137,3644.208,317231
656,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C3,1107.802,283.969,141,1416,314581.962,27384589
657,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C3,28.719,115.447,111,123,3315.515,288618
658,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C3,28.719,115.858,112,124,3327.324,289646
659,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C3,28.719,114.536,110,122,3289.346,286340
660,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_18_C3,28.719,115.52,112,126,3317.594,288799
661,02_ELT7rnai:intestine:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C1,1171.122,107.047,102,145,125364.89,10913105
662,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C1,28.719,105.426,102,112,3027.706,263564
663,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C1,28.719,104.543,101,111,3002.364,261358
664,02_ELT7rnai:background:MAX_CEBP1gfp_ELT7rnai_Rep4_Worm_19_C1,28.719,105.006,102,111,3015.667,262516
