WBGeneID,SYMBOL,elt2_detected_in_L1,dineen_set,bound_class,Embryo_Specific,Larval,Increasing,L3_High,Not_Changing,Not_Bound
WBGene00050967,C25F9.15,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00077525,C41G7.8,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00077539,Y52B11A.12,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00077553,C26C6.10,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00077593,C49G7.12,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00077673,B0563.10,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00077698,lurp-4,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00077714,R102.11,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00077732,szy-4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00077751,irld-27,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00077757,E02H4.7,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00077762,Y57G11C.499,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00077764,F59C6.16,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00077770,M04D5.3,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00077783,D1054.18,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00077786,F53F8.7,Direct,SET6,ClassA,0,0,0,0,2,0
WBGene00086546,cil-1,Indirect,SET3,NA,0,1,1,0,0,0
WBGene00086551,D2005.7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00086560,ZK355.8,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00086568,Y2H9A.6,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00119203,T04A8.18,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00119204,ZC116.5,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00138721,pals-37,Indirect,SET3,NA,0,0,0,1,0,0
WBGene00138724,F15B9.11,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00175031,C06C3.12,Indirect,SET6,NA,0,1,0,0,0,0
WBGene00184990,C14B1.12,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00185002,K11H3.8,Indirect,SET2,NA,0,0,2,0,0,0
WBGene00185092,K08D8.7,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00189950,C39B5.14,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00189961,Y54G2A.57,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00189993,C49C3.21,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00194687,F57C12.6,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00194689,Y38H6C.24,Direct,SET3,ClassC,0,0,1,0,0,0
WBGene00194696,EEED8.18,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00194699,Y43F8B.22,Indirect,SET4,NA,0,0,0,0,0,1
WBGene00194708,Y36E3A.2,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00194713,F19B10.13,Direct,SET1,ClassD,0,0,1,0,0,0
WBGene00194717,ZC239.22,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00194742,F37C12.21,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00194746,pals-20,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00194815,Y43F8B.23,Direct,SET4,ClassB,0,0,1,0,0,0
WBGene00194848,T27D12.6,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00194892,dsb-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00194902,Y39H10B.3,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00194925,K08D8.11,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00194926,K08D8.12,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00195050,T22D1.17,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00195067,C04C3.9,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00195077,T24E12.13,Direct,SET2,ClassC,0,0,0,1,0,0
WBGene00195145,ZK666.15,Direct,SET4,ClassB,0,0,1,0,0,0
WBGene00195164,K12B6.11,Indirect,SET4,NA,0,1,1,0,0,0
WBGene00195165,F57G4.11,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00195174,K08E5.6,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00195184,F19G12.8,Indirect,SET4,NA,0,0,0,0,0,1
WBGene00202498,Y60C6A.2,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00202511,F07C3.16,Direct,SET3,ClassC,0,0,2,0,0,0
WBGene00206354,F27E5.9,Direct,SET2,ClassC,0,0,1,0,0,0
WBGene00206381,F52H2.15,Direct,SET2,ClassC,0,0,0,1,0,0
WBGene00206413,ZK1240.11,Direct,SET6,ClassA,0,2,0,0,0,0
WBGene00206418,M04C3.5,Indirect,SET6,NA,0,0,1,1,0,0
WBGene00206488,ZK757.10,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00206513,B0244.15,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00206522,F14D2.19,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00206525,R74.10,Indirect,SET2,NA,0,0,0,0,1,0
WBGene00206532,F11A6.15,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00219210,Y37H2A.18,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00219216,K08D10.14,Direct,SET2,ClassC,0,0,3,0,0,0
WBGene00219271,F36H5.14,Indirect,SET3,NA,0,1,2,0,0,0
WBGene00219283,F55H12.7,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00219289,T05C12.15,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00219302,Y43F8B.28,Indirect,SET5,NA,0,0,0,0,0,1
WBGene00219314,C05B5.17,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00219316,F21A3.11,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00219376,C28G1.10,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00219399,Y55F3AM.21,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00219410,C04C3.14,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00219414,F14H3.15,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00219423,C23H5.15,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00219436,C49H3.16,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00219493,C18D4.12,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00235133,T26H5.14,Direct,SET3,ClassB,0,1,0,0,0,0
WBGene00235256,Y54G11A.19,Indirect,SET6,NA,0,0,0,1,0,0
WBGene00235269,F59E12.15,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00235271,C49C8.8,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00235296,C07G1.15,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00235298,F19B6.10,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00235315,Y50D4A.10,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00235330,F21C10.18,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00235352,ZK250.13,Direct,SET6,ClassB,0,0,2,0,0,0
WBGene00236809,ZK993.5,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00255457,F23C8.14,Indirect,SET6,NA,0,0,0,1,0,0
