WBGeneID,SYMBOL,elt2_detected_in_L1,dineen_set,bound_class,Embryo_Specific,Larval,Increasing,L3_High,Not_Changing,Not_Bound
WBGene00018645,F49F1.5,Direct,SET4,ClassA,0,1,0,0,0,0
WBGene00018646,mul-1,Direct,SET3,ClassB,0,2,0,0,0,0
WBGene00018656,txdc-12.2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00018659,F52C6.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018660,F52C6.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018661,F52C6.4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018665,bath-4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018667,bath-7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018668,bath-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018669,F52C6.12,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018683,F52D1.2,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00018694,F52E1.5,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00018698,vha-18,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018702,F52E4.5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018704,ztf-13,Direct,SET2,ClassC,0,0,1,0,0,0
WBGene00018708,oac-32,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00018726,F53A9.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018730,F53A9.7,Indirect,SET1,NA,0,0,1,0,0,0
WBGene00018731,F53A9.8,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00018732,F53A9.9,Direct,SET1,ClassD,0,0,1,0,0,0
WBGene00018742,F53B3.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018744,F53B3.6,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00018751,F53C3.7,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00018752,F53C3.8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018760,irg-3,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00018779,F53H8.3,Direct,SET6,ClassA,0,0,0,1,0,0
WBGene00018797,ept-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018806,F54D10.5,Direct,SET2,ClassD,0,0,0,1,0,0
WBGene00018819,rog-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018823,F54E2.1,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00018841,F54H5.5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018850,gpx-8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018852,F55A3.7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018862,wago-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018867,zhp-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018874,tag-234,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00018877,aman-1,Indirect,SET2,NA,1,0,0,0,0,0
WBGene00018885,drd-5,Indirect,SET6,NA,0,0,2,0,0,0
WBGene00018886,npr-28,Direct,SET3,ClassB,0,2,0,0,0,0
WBGene00018900,rod-1,Indirect,SET2,NA,0,0,0,0,1,0
WBGene00018903,F55G1.7,Direct,SET1,ClassD,0,1,1,0,0,0
WBGene00018907,F55G1.15,Direct,SET4,ClassB,0,1,1,0,0,0
WBGene00018931,ugt-52,Direct,SET3,ClassB,0,1,1,0,0,0
WBGene00018932,mrpl-2,Indirect,SET5,NA,0,0,0,0,1,0
WBGene00018946,F56C3.9,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00018948,F56C9.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018950,F56C9.6,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018964,F56D2.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00018971,clec-67,Direct,SET4,ClassB,0,0,1,0,0,0
WBGene00018991,F56F11.4,Direct,SET2,ClassD,0,0,1,0,0,0
WBGene00018997,F57B9.3,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00019002,syp-6,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019013,tofu-4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019014,F57C12.2,Direct,SET3,ClassB,0,1,2,0,0,0
WBGene00019017,F57F4.4,Direct,SET5,ClassB,0,2,3,0,0,0
WBGene00019021,F57H12.6,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00019022,F58A6.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019023,F58A6.2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019030,exc-6,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00019035,fbxb-26,Indirect,SET4,NA,0,0,0,0,0,1
WBGene00019036,irld-36,Indirect,SET4,NA,0,0,0,0,0,1
WBGene00019057,F58F9.3,Indirect,SET3,NA,0,0,2,0,0,0
WBGene00019058,F58F9.4,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00019068,faah-3,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00019092,F59A7.5,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019097,F59B1.2,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00019100,F59B1.8,Direct,SET2,ClassD,0,0,0,1,0,0
WBGene00019101,F59B1.10,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019104,asp-7,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00019105,asp-8,Direct,SET6,ClassA,0,2,0,0,0,0
WBGene00019127,cgt-3,Direct,SET2,ClassC,0,0,2,0,0,0
WBGene00019129,F59G1.8,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00019132,bath-19,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019133,F59H6.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019138,bath-21,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019139,bath-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019140,bath-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019141,bath-5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019145,H02F09.2,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00019146,H02F09.3,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019164,H06H21.8,Direct,SET6,ClassA,0,0,4,0,0,0
WBGene00019166,tat-2,Direct,SET2,ClassC,0,0,1,0,0,0
WBGene00019171,fipr-29,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00019198,strm-1,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00019211,H18N23.2,Direct,SET1,ClassD,0,2,4,1,0,0
WBGene00019214,H20E11.2,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00019215,H20E11.3,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00019225,bgal-2,Direct,SET4,ClassB,0,1,0,0,0,0
WBGene00019231,H23L24.4,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019247,syp-4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019253,H31G24.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019261,H34I24.2,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00019273,H43E16.1,Direct,SET3,ClassC,0,1,1,0,0,0
WBGene00019327,zip-2,Direct,SET1,ClassD,0,0,1,1,0,0
WBGene00019343,nep-18,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00019344,dhhc-10,Direct,SET2,ClassC,0,0,1,0,0,0
WBGene00019351,lron-7,Direct,SET2,ClassC,0,0,3,0,0,0
WBGene00019357,cpg-8,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00019361,clik-3,Indirect,SET1,NA,0,0,1,0,0,0
WBGene00019368,K03H6.2,Direct,SET6,ClassA,0,1,0,1,0,0
WBGene00019373,K04A8.1,Direct,SET2,ClassC,0,3,0,0,0,0
WBGene00019386,irld-42,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019389,irld-40,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019405,K05F1.1,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00019411,K05F1.10,Direct,SET2,ClassD,0,1,3,0,0,0
WBGene00019421,K05F6.10,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019444,frpr-11,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019445,frpr-12,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00019458,K06H7.7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019461,K07A3.3,Indirect,SET6,NA,0,0,0,1,0,0
WBGene00019471,cyp-35B2,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00019488,K07D4.9,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019493,catp-5,Direct,SET4,ClassB,0,0,2,0,1,0
WBGene00019495,sdz-24,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019515,ugt-19,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00019540,K08D12.6,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019547,K09C4.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019549,K09C4.4,Direct,SET6,ClassA,0,2,0,0,0,0
WBGene00019551,K09C4.6,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019564,K09D9.1,Direct,SET1,ClassD,0,0,1,0,0,0
WBGene00019579,oac-57,Direct,SET3,ClassB,0,0,3,0,0,0
WBGene00019580,oac-58,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00019587,K09F6.4,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019589,K09F6.6,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019590,K09F6.7,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00019597,K09H9.5,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019598,K09H9.7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019599,acds-10,Indirect,SET6,NA,0,0,1,1,0,0
WBGene00019600,rga-3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019605,ctsa-4.1,Indirect,SET6,NA,0,0,2,0,0,0
WBGene00019606,clec-88,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019608,ani-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019617,ctsa-2,Direct,SET6,ClassA,0,2,2,0,0,0
WBGene00019618,K10C2.2,Direct,SET6,ClassA,0,2,0,0,0,0
WBGene00019619,asp-14,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00019623,K10C9.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019624,rnst-2,Direct,SET2,ClassD,0,0,0,1,0,0
WBGene00019639,K10F12.7,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019645,swt-7,Direct,SET2,ClassD,0,0,1,1,0,0
WBGene00019652,cest-34,Indirect,SET1,NA,0,0,1,0,0,0
WBGene00019653,cest-31,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019660,K11H12.4,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00019661,K11H12.5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019666,sago-1,Indirect,SET3,NA,0,1,0,0,0,0
WBGene00019668,fil-2,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00019674,K12C11.3,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00019682,K12H4.7,Direct,SET3,ClassB,0,1,0,0,0,0
WBGene00019683,K12H6.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019692,fubl-4,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00019693,ostd-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019699,math-34,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00019712,rmh-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019713,pqn-52,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00019720,M01H9.4,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00019738,clec-265,Direct,SET3,ClassB,0,1,0,0,0,0
WBGene00019743,nhr-203,Direct,SET2,ClassD,0,0,1,0,0,0
WBGene00019744,M02H5.8,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00019748,atg-2,Direct,SET6,ClassA,0,0,5,0,0,0
WBGene00019751,M03D4.4,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00019753,M03E7.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019770,M04F3.4,Direct,SET1,ClassD,0,0,0,2,0,0
WBGene00019772,M04G7.1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019778,M57.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019779,endu-2,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00019782,M60.7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019792,M116.5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019801,aak-1,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00019803,PDB1.1,Direct,SET6,ClassB,0,0,1,0,0,0
WBGene00019805,R01B10.3,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019811,egg-2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019813,ger-1,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00019820,cogc-8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019830,hrg-1,Direct,SET5,ClassB,0,0,2,0,0,0
WBGene00019833,R02F2.4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019844,abts-4,Direct,SET2,ClassC,0,0,4,0,0,0
WBGene00019846,gpx-7,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00019859,R03H10.7,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00019869,cnnm-2,Direct,SET6,ClassA,0,2,0,0,0,0
WBGene00019894,R05F9.11,Direct,SET2,ClassD,0,1,1,0,0,0
WBGene00019895,aagr-2,Direct,SET4,ClassB,0,2,4,1,0,0
WBGene00019914,clec-150,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00019917,clec-43,Direct,SET3,ClassC,0,1,0,0,0,0
WBGene00019928,clec-44,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019931,R07C12.1,Direct,SET3,ClassC,0,1,0,0,0,0
WBGene00019941,pgam-5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019957,R08E3.1,Direct,SET3,ClassB,0,1,0,0,0,0
WBGene00019962,cysl-3,Direct,SET3,ClassC,0,1,1,0,0,0
WBGene00019967,cyp-33C8,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00019970,R08F11.7,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00019975,flp-34,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00019978,hacd-1,Direct,SET3,ClassB,0,0,2,0,0,0
WBGene00019986,R09F10.1,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00019991,R09H3.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020004,R11E3.2,Indirect,SET4,NA,0,0,0,0,0,1
WBGene00020015,nhr-210,Indirect,SET3,NA,0,0,1,0,0,0
WBGene00020016,lipl-3,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00020017,R12A1.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020022,gldc-1,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00020034,R12E2.8,Direct,SET6,ClassA,0,0,1,1,0,0
WBGene00020048,lgc-12,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020075,math-35,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020080,math-37,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00020091,rnp-8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020094,wip-1,Direct,SET1,ClassD,0,0,0,1,0,0
WBGene00020098,R144.10,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020103,R148.4,Indirect,SET2,NA,1,0,0,0,0,0
WBGene00020125,cest-19,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020128,R193.2,Direct,SET3,ClassC,0,3,1,1,0,0
WBGene00020138,T01B11.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020139,eppl-1,Direct,SET6,ClassA,0,1,4,0,0,0
WBGene00020141,lmd-5,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00020143,T01C8.2,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00020170,T02G5.14,Indirect,SET4,NA,0,0,0,0,1,0
WBGene00020182,ugt-53,Direct,SET6,ClassB,0,0,1,0,0,0
WBGene00020191,clec-53,Direct,SET6,ClassA,0,0,0,1,0,0
WBGene00020201,T04A6.2,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00020229,T05A8.3,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020242,phat-5,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00020247,T05B11.4,Direct,SET6,ClassA,0,0,0,2,0,0
WBGene00020248,T05C1.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020256,T05C3.6,Direct,SET4,ClassB,0,1,0,0,0,0
WBGene00020258,T05E7.1,Direct,SET6,ClassB,0,1,1,0,0,0
WBGene00020279,glb-25,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020280,T06A1.5,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00020308,T07D3.5,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00020325,bath-46,Direct,SET3,ClassC,0,1,0,0,0,0
WBGene00020326,math-38,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00020329,bath-26,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020340,T08B1.1,Direct,SET3,ClassB,0,1,2,0,0,0
WBGene00020349,T08B2.11,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020357,T08E11.1,Direct,SET3,ClassC,0,1,0,0,0,0
WBGene00020358,math-39,Indirect,SET3,NA,0,1,1,0,0,0
WBGene00020359,math-40,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00020360,math-41,Indirect,SET3,NA,0,2,1,0,0,0
WBGene00020364,T08E11.8,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00020378,T09B4.4,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00020393,T10B5.7,Direct,SET6,ClassA,0,0,1,1,0,0
WBGene00020401,T10B11.5,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00020404,T10B11.8,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020430,irld-49,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020431,irld-50,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020437,stt-3,Indirect,SET2,NA,0,0,0,1,1,0
WBGene00020448,fbxa-51,Indirect,SET6,NA,0,0,0,1,0,0
WBGene00020449,fbxa-54,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00020453,fbxa-55,Direct,SET4,ClassB,0,0,1,0,0,0
WBGene00020455,fbxa-59,Direct,SET3,ClassC,0,0,2,1,0,0
WBGene00020456,fbxa-60,Direct,SET2,ClassC,0,0,2,0,0,0
WBGene00020472,lips-11,Direct,SET3,ClassC,0,1,0,0,0,0
WBGene00020481,T13C2.6,Indirect,SET2,NA,0,0,2,1,0,0
WBGene00020491,T13G4.4,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00020516,T15B7.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020517,hpo-8,Indirect,SET6,NA,0,1,0,0,0,0
WBGene00020522,T15B7.10,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00020532,math-42,Direct,SET3,ClassC,0,3,0,0,0,0
WBGene00020544,fbxb-84,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020569,lgc-32,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020574,T19D7.6,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00020576,T19D12.1,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00020577,T19D12.2,Direct,SET6,ClassA,0,2,1,0,0,0
WBGene00020579,T19D12.4,Direct,SET3,ClassB,0,1,1,0,0,0
WBGene00020588,T19H12.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020595,T20B5.2,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00020631,T20F7.3,Direct,SET6,ClassA,0,0,3,0,0,0
WBGene00020639,fbxa-71,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020662,T21H3.1,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00020667,T22B2.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020678,T22B11.4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020679,ogdh-1,Indirect,SET2,NA,1,0,0,0,0,0
WBGene00020683,ribo-1,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00020684,T22D1.5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020710,T23B3.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020714,T23B3.6,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020722,T23B12.8,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020728,T23E1.1,Direct,SET6,ClassA,0,0,1,1,0,0
WBGene00020736,T23F2.3,Direct,SET2,ClassD,0,0,1,0,0,0
WBGene00020741,dlhd-1,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00020757,ucr-2.3,Indirect,SET2,NA,0,0,2,0,0,0
WBGene00020760,T24C4.4,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00020761,T24C4.5,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020764,T24C12.1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020766,T24C12.4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020770,eat-17,Direct,SET5,ClassC,0,1,1,0,0,0
WBGene00020771,T24E12.1,Direct,SET2,ClassC,0,0,1,0,0,0
WBGene00020773,T24E12.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020774,T24E12.5,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00020777,T24E12.10,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020778,T24E12.11,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020786,T25B2.2,Direct,SET1,ClassD,0,1,1,0,0,0
WBGene00020788,nep-22,Direct,SET6,ClassA,0,1,2,0,0,0
WBGene00020791,T25B6.5,Direct,SET2,ClassC,0,2,0,0,0,0
WBGene00020792,T25B6.6,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00020799,T25D10.1,Direct,SET6,ClassA,0,0,1,0,0,0
WBGene00020819,T26A5.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020837,slc-36.2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020846,T27A10.6,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020847,cgr-1,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00020858,mop-25.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020864,oac-50,Indirect,SET6,NA,0,0,1,0,0,0
WBGene00020873,T28A11.6,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020886,ttr-6,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00020887,hic-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020895,plpp-1.2,Indirect,SET2,NA,0,0,2,0,0,0
WBGene00020896,T28D9.16,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020896,T28D9.4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020897,del-10,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020903,acd-5,Indirect,SET6,NA,0,0,2,0,0,0
WBGene00020910,dgtr-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020938,clec-218,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00020943,W02D7.8,Direct,SET6,ClassA,0,2,1,0,0,0
WBGene00020946,W02D7.11,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020948,era-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00020967,W03A5.2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020972,trpl-2,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00020981,W03D2.6,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00020989,W03D8.8,Direct,SET6,ClassA,0,0,3,0,0,0
WBGene00020995,W03F8.6,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00021011,W03G1.5,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00021014,pid-4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021020,W04B5.3,Indirect,SET2,NA,0,1,0,0,0,0
WBGene00021028,W04C9.6,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00021035,W05F2.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021038,W05F2.6,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00021043,pck-1,Indirect,SET1,NA,0,0,0,0,0,1
WBGene00021044,W05H7.1,Indirect,SET2,NA,0,1,0,1,0,0
WBGene00021048,W05H9.1,Direct,SET2,ClassC,0,2,1,0,0,0
WBGene00021056,W06B4.1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021060,dct-11,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00021079,W08A12.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021081,pals-33,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00021082,zip-11,Direct,SET2,ClassC,0,0,2,0,0,0
WBGene00021114,W09C3.7,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00021121,W09G12.7,Direct,SET1,ClassD,0,1,0,0,0,0
WBGene00021127,W10C8.4,Indirect,SET2,NA,0,1,0,0,0,0
WBGene00021147,lgc-45,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00021148,W10G11.19,Indirect,SET4,NA,0,0,0,1,0,0
WBGene00021160,gba-4,Direct,SET6,ClassA,0,1,0,0,0,0
WBGene00021164,Y5H2B.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00021167,cyp-32B1,Direct,SET6,ClassB,0,0,3,0,0,0
WBGene00021171,Y8A9A.2,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021172,Y8A9A.3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021173,Y8A9A.4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021178,Y9C9A.8,Direct,SET2,ClassC,0,0,0,0,1,0
WBGene00021190,Y14H12A.1,Direct,SET6,ClassA,0,0,2,0,0,0
WBGene00021192,Y14H12B.2,Indirect,SET2,NA,0,0,0,1,0,0
WBGene00021200,cyp-31A3,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021201,Y17G9B.4,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021206,memi-1,Indirect,SET2,NA,0,0,0,0,0,1
WBGene00021215,Y18H1A.11,Indirect,SET1,NA,0,0,1,0,0,0
WBGene00021253,Y22D7AL.15,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00021256,Y22D7AR.2,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00021259,glb-30,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00021261,Y22D7AR.7,Indirect,SET3,NA,0,0,0,0,0,1
WBGene00021262,fbxa-74,Direct,SET3,ClassB,0,0,1,0,0,0
WBGene00021281,ell-1,Direct,SET5,ClassA,0,0,2,1,0,0
WBGene00021292,copb-1,Indirect,SET2,NA,0,0,1,0,0,0
WBGene00021297,fbxc-55,Indirect,SET1,NA,1,0,0,0,0,0
WBGene00021310,Y32H12A.1,Indirect,SET6,NA,0,0,0,0,0,1
WBGene00021321,Y34B4A.5,Direct,SET6,ClassA,0,1,1,0,0,0
WBGene00021322,Y34B4A.6,Direct,SET2,ClassC,0,0,1,0,0,0
