WBGeneID,SYMBOL,elt2_detected_in_L1,dineen_set,cluster.description,bound_class
WBGene00003092,lys-3,Indirect,SET1,Not_Bound,NA
WBGene00003093,lys-4,Direct,SET6,Larval,ClassA
WBGene00003096,lys-7,Direct,SET6,Larval,ClassA
WBGene00003097,lys-8,Direct,SET3,Increasing,ClassC
WBGene00003097,lys-8,Direct,SET3,Larval,ClassC
WBGene00003106,mab-9,Direct,SET6,L3_High,ClassA
WBGene00003114,mab-23,Indirect,SET2,Not_Bound,NA
WBGene00003148,mbf-1,Indirect,SET2,L3_High,NA
WBGene00003167,mec-3,Indirect,SET6,Not_Bound,NA
WBGene00003173,mec-9,Indirect,SET6,Not_Bound,NA
WBGene00003174,mec-10,Direct,SET6,Larval,ClassA
WBGene00003228,mex-1,Indirect,SET2,Not_Bound,NA
WBGene00003230,mex-5,Indirect,SET2,Not_Bound,NA
WBGene00003231,mex-6,Indirect,SET2,Not_Bound,NA
WBGene00003242,mig-6,Indirect,SET2,Embryo_Specific,NA
WBGene00003243,mig-10,Direct,SET2,L3_High,ClassD
WBGene00003243,mig-10,Direct,SET2,Not_Changing,ClassD
WBGene00003243,mig-10,Direct,SET2,Increasing,ClassD
WBGene00003243,mig-10,Direct,SET2,Not_Changing,ClassD
WBGene00003243,mig-10,Direct,SET2,Increasing,ClassD
WBGene00003243,mig-10,Direct,SET2,L3_High,ClassD
WBGene00003375,mlp-1,Indirect,SET1,Not_Bound,NA
WBGene00003376,mls-1,Indirect,SET6,Not_Bound,NA
WBGene00003377,mls-2,Indirect,SET2,Not_Bound,NA
WBGene00003395,mom-2,Indirect,SET2,Not_Bound,NA
WBGene00003402,mpk-2,Direct,SET6,Increasing,ClassA
WBGene00003402,mpk-2,Direct,SET6,L3_High,ClassA
WBGene00003404,mpz-1,Indirect,SET6,Not_Bound,NA
WBGene00003405,mre-11,Indirect,SET2,Not_Bound,NA
WBGene00003408,mrp-2,Indirect,SET2,Not_Bound,NA
WBGene00003409,mrp-3,Direct,SET6,Increasing,ClassA
WBGene00003410,mrp-4,Indirect,SET3,Not_Bound,NA
WBGene00003411,mrp-5,Direct,SET3,Larval,ClassB
WBGene00003411,mrp-5,Direct,SET3,Larval,ClassB
WBGene00003411,mrp-5,Direct,SET3,Larval,ClassB
WBGene00003411,mrp-5,Direct,SET3,Increasing,ClassB
WBGene00003421,msh-5,Indirect,SET2,Not_Bound,NA
WBGene00003422,msh-6,Indirect,SET2,Not_Changing,NA
WBGene00003473,mtl-1,Direct,SET6,Increasing,ClassA
WBGene00003474,mtl-2,Direct,SET6,Increasing,ClassA
WBGene00003482,mua-3,Indirect,SET6,Not_Bound,NA
WBGene00003485,mua-6,Indirect,SET1,Not_Bound,NA
WBGene00003497,mup-4,Direct,SET6,Increasing,ClassA
WBGene00003504,mut-7,Indirect,SET2,Not_Bound,NA
WBGene00003511,mxl-3,Direct,SET1,Increasing,ClassD
WBGene00003511,mxl-3,Direct,SET1,Increasing,ClassD
WBGene00003511,mxl-3,Direct,SET1,Larval,ClassD
WBGene00003511,mxl-3,Direct,SET1,Increasing,ClassD
WBGene00003511,mxl-3,Direct,SET1,Larval,ClassD
WBGene00003518,nac-2,Indirect,SET3,L3_High,NA
WBGene00003520,nas-1,Indirect,SET2,Not_Bound,NA
WBGene00003524,nas-5,Indirect,SET1,Not_Bound,NA
WBGene00003527,nas-8,Indirect,SET3,Not_Bound,NA
WBGene00003531,nas-12,Indirect,SET2,Not_Bound,NA
WBGene00003533,nas-14,Indirect,SET2,Not_Bound,NA
WBGene00003544,nas-25,Indirect,SET2,Not_Bound,NA
WBGene00003546,nas-28,Indirect,SET6,Not_Bound,NA
WBGene00003547,nas-29,Direct,SET6,Increasing,ClassA
WBGene00003559,ncl-1,Direct,SET5,Increasing,ClassA
WBGene00003559,ncl-1,Direct,SET5,Increasing,ClassA
WBGene00003559,ncl-1,Direct,SET5,Larval,ClassA
WBGene00003559,ncl-1,Direct,SET5,Increasing,ClassA
WBGene00003559,ncl-1,Direct,SET5,L3_High,ClassA
WBGene00003559,ncl-1,Direct,SET5,Increasing,ClassA
WBGene00003559,ncl-1,Direct,SET5,Larval,ClassA
WBGene00003559,ncl-1,Direct,SET5,Larval,ClassA
WBGene00003559,ncl-1,Direct,SET5,Increasing,ClassA
WBGene00003559,ncl-1,Direct,SET5,Increasing,ClassA
WBGene00003561,ncr-1,Direct,SET2,Increasing,ClassC
WBGene00003561,ncr-1,Direct,SET2,Increasing,ClassC
WBGene00003561,ncr-1,Direct,SET2,Increasing,ClassC
WBGene00003572,ncx-7,Direct,SET3,Larval,ClassB
WBGene00003572,ncx-7,Direct,SET3,Increasing,ClassB
WBGene00003572,ncx-7,Direct,SET3,Increasing,ClassB
WBGene00003573,ncx-8,Indirect,SET2,Not_Bound,NA
WBGene00003577,ndg-4,Indirect,SET6,L3_High,NA
WBGene00003588,nex-1,Indirect,SET2,Increasing,NA
WBGene00003589,nex-2,Indirect,SET2,Increasing,NA
WBGene00003589,nex-2,Indirect,SET2,Increasing,NA
WBGene00003590,nex-3,Indirect,SET2,Not_Bound,NA
WBGene00003597,nhl-1,Indirect,SET2,Not_Bound,NA
WBGene00003606,nhr-7,Indirect,SET2,Not_Bound,NA
WBGene00003607,nhr-8,Direct,SET3,Increasing,ClassB
WBGene00003621,nhr-22,Direct,SET6,Increasing,ClassB
WBGene00003645,nhr-55,Indirect,SET2,Increasing,NA
WBGene00003645,nhr-55,Indirect,SET2,Larval,NA
WBGene00003645,nhr-55,Indirect,SET2,Increasing,NA
WBGene00003648,nhr-58,Direct,SET1,L3_High,ClassD
WBGene00003653,nhr-63,Indirect,SET2,Not_Bound,NA
WBGene00003657,nhr-67,Indirect,SET1,Not_Bound,NA
WBGene00003675,nhr-85,Indirect,SET6,Not_Bound,NA
WBGene00003678,nhr-88,Direct,SET6,Increasing,ClassA
WBGene00003678,nhr-88,Direct,SET6,Increasing,ClassA
WBGene00003678,nhr-88,Direct,SET6,L3_High,ClassA
WBGene00003678,nhr-88,Direct,SET6,Increasing,ClassA
WBGene00003678,nhr-88,Direct,SET6,Increasing,ClassA
WBGene00003678,nhr-88,Direct,SET6,Increasing,ClassA
WBGene00003688,nhr-98,Indirect,SET2,Increasing,NA
WBGene00003689,nhr-99,Direct,SET3,Increasing,ClassB
WBGene00003696,nhr-106,Indirect,SET6,Increasing,NA
WBGene00003698,nhr-108,Direct,SET6,L3_High,ClassA
WBGene00003701,nhr-111,Indirect,SET2,Not_Bound,NA
WBGene00003702,nhr-112,Indirect,SET2,Not_Bound,NA
WBGene00003711,nhr-121,Direct,SET6,Increasing,ClassA
WBGene00003711,nhr-121,Direct,SET6,Larval,ClassA
WBGene00003711,nhr-121,Direct,SET6,Increasing,ClassA
WBGene00003727,nhr-137,Direct,SET2,Increasing,ClassC
WBGene00003727,nhr-137,Direct,SET2,Increasing,ClassC
WBGene00003727,nhr-137,Direct,SET2,Increasing,ClassC
WBGene00003730,nhx-2,Direct,SET3,Increasing,ClassB
WBGene00003730,nhx-2,Direct,SET3,Increasing,ClassB
WBGene00003733,nhx-5,Indirect,SET3,Increasing,NA
WBGene00003734,nhx-6,Direct,SET6,Larval,ClassA
WBGene00003735,nhx-8,Indirect,SET2,L3_High,NA
WBGene00003748,nlp-10,Indirect,SET6,Not_Bound,NA
WBGene00003750,nlp-12,Indirect,SET6,Increasing,NA
WBGene00003753,nlp-15,Indirect,SET6,Not_Bound,NA
WBGene00003754,nlp-16,Indirect,SET6,Not_Bound,NA
WBGene00003755,nlp-17,Indirect,SET6,Not_Changing,NA
WBGene00003758,nlp-20,Indirect,SET6,Not_Bound,NA
WBGene00003759,nlp-21,Indirect,SET6,Not_Bound,NA
WBGene00003773,nlt-1,Direct,SET6,Increasing,ClassB
WBGene00003783,nos-1,Indirect,SET2,Not_Bound,NA
WBGene00003786,npa-1,Direct,SET4,Increasing,ClassB
WBGene00003786,npa-1,Direct,SET4,Larval,ClassB
WBGene00003786,npa-1,Direct,SET4,Larval,ClassB
WBGene00003813,nrf-6,Direct,SET6,L3_High,ClassA
WBGene00003813,nrf-6,Direct,SET6,Increasing,ClassA
WBGene00003813,nrf-6,Direct,SET6,L3_High,ClassA
WBGene00003815,nars-1,Direct,SET2,Increasing,ClassD
WBGene00003815,nars-1,Direct,SET2,L3_High,ClassD
WBGene00003815,nars-1,Direct,SET2,Increasing,ClassD
WBGene00003828,nuc-1,Direct,SET6,Larval,ClassA
WBGene00003828,nuc-1,Direct,SET6,Larval,ClassA
WBGene00003835,nxf-2,Indirect,SET2,Not_Bound,NA
WBGene00003837,oat-1,Indirect,SET6,Increasing,NA
WBGene00003838,ocr-1,Indirect,SET6,Not_Bound,NA
WBGene00003839,ocr-2,Indirect,SET6,Not_Bound,NA
WBGene00003840,ocr-3,Direct,SET6,Larval,ClassA
WBGene00003845,odd-1,Direct,SET3,L3_High,ClassC
WBGene00003845,odd-1,Direct,SET3,Increasing,ClassC
WBGene00003861,oig-3,Indirect,SET1,Not_Bound,NA
WBGene00003864,oma-1,Indirect,SET2,Not_Bound,NA
WBGene00003877,pept-1,Direct,SET3,Larval,ClassB
WBGene00003877,pept-1,Direct,SET3,Larval,ClassB
WBGene00003889,osm-9,Indirect,SET6,Not_Changing,NA
WBGene00003893,ost-1,Indirect,SET2,Not_Bound,NA
WBGene00003903,pab-2,Direct,SET5,Increasing,ClassA
WBGene00003903,pab-2,Direct,SET5,Larval,ClassA
WBGene00003903,pab-2,Direct,SET5,Increasing,ClassA
WBGene00003912,pal-1,Indirect,SET6,Increasing,NA
WBGene00003941,pbo-1,Indirect,SET6,Increasing,NA
WBGene00003943,pbo-4,Direct,SET3,Larval,ClassC
WBGene00003943,pbo-4,Direct,SET3,Increasing,ClassC
WBGene00003943,pbo-4,Direct,SET3,Larval,ClassC
WBGene00003948,pbs-2,Indirect,SET2,Not_Bound,NA
WBGene00003951,pbs-5,Indirect,SET2,Larval,NA
WBGene00003953,pbs-7,Indirect,SET2,Not_Bound,NA
WBGene00003956,pcp-1,Direct,SET6,Increasing,ClassB
WBGene00003956,pcp-1,Direct,SET6,Increasing,ClassB
WBGene00003957,pcp-2,Direct,SET6,Larval,ClassA
WBGene00003958,pcp-3,Direct,SET6,Increasing,ClassB
WBGene00003959,pcp-4,Direct,SET2,Larval,ClassC
WBGene00003959,pcp-4,Direct,SET2,Larval,ClassC
WBGene00003960,pcs-1,Indirect,SET2,Larval,NA
WBGene00003962,pdi-1,Indirect,SET2,Not_Bound,NA
WBGene00003964,pdi-3,Direct,SET2,L3_High,ClassC
WBGene00003964,pdi-3,Direct,SET2,L3_High,ClassC
WBGene00003965,pdk-1,Direct,SET5,Increasing,ClassA
WBGene00003965,pdk-1,Direct,SET5,Increasing,ClassA
WBGene00003976,pes-1,Indirect,SET2,Not_Bound,NA
WBGene00003991,pfn-3,Indirect,SET1,Not_Bound,NA
WBGene00003992,pgl-1,Indirect,SET2,Not_Bound,NA
WBGene00003993,pgl-2,Indirect,SET2,Not_Bound,NA
WBGene00003994,pgl-3,Indirect,SET1,Not_Bound,NA
WBGene00003995,pgp-1,Direct,SET2,Increasing,ClassC
WBGene00003995,pgp-1,Direct,SET2,Increasing,ClassC
WBGene00003995,pgp-1,Direct,SET2,Increasing,ClassC
WBGene00003995,pgp-1,Direct,SET2,Larval,ClassC
WBGene00003998,pgp-4,Direct,SET2,Larval,ClassD
WBGene00003998,pgp-4,Direct,SET2,L3_High,ClassD
WBGene00003999,pgp-5,Indirect,SET2,L3_High,NA
WBGene00004000,pgp-6,Direct,SET2,Increasing,ClassD
WBGene00004000,pgp-6,Direct,SET2,Increasing,ClassD
WBGene00004001,pgp-7,Indirect,SET2,Not_Bound,NA
WBGene00004002,pgp-8,Indirect,SET2,Not_Bound,NA
WBGene00004017,phg-1,Direct,SET2,Increasing,ClassC
WBGene00004020,pho-1,Direct,SET3,Larval,ClassB
WBGene00004020,pho-1,Direct,SET3,Larval,ClassB
WBGene00004027,pie-1,Indirect,SET2,L3_High,NA
WBGene00004038,plc-3,Direct,SET6,Increasing,ClassA
WBGene00004043,plk-2,Indirect,SET2,Not_Bound,NA
WBGene00004052,parg-2,Indirect,SET1,Not_Bound,NA
WBGene00004053,tank-1,Indirect,SET2,Increasing,NA
WBGene00004058,pmp-1,Direct,SET3,Increasing,ClassB
WBGene00004058,pmp-1,Direct,SET3,Increasing,ClassB
WBGene00004059,pmp-2,Direct,SET6,Increasing,ClassA
WBGene00004075,pod-1,Indirect,SET2,Not_Bound,NA
WBGene00004076,pod-2,Direct,SET6,Larval,ClassA
WBGene00004076,pod-2,Direct,SET6,Increasing,ClassA
WBGene00004076,pod-2,Direct,SET6,Increasing,ClassA
WBGene00004076,pod-2,Direct,SET6,Increasing,ClassA
WBGene00004076,pod-2,Direct,SET6,Not_Changing,ClassA
WBGene00004078,pos-1,Indirect,SET2,Increasing,NA
WBGene00004093,ppw-1,Indirect,SET3,Increasing,NA
WBGene00004093,ppw-1,Indirect,SET3,L3_High,NA
WBGene00004093,ppw-1,Indirect,SET3,Increasing,NA
WBGene00004094,ppw-2,Indirect,SET2,Not_Bound,NA
WBGene00004096,pqm-1,Direct,SET3,Increasing,ClassC
WBGene00004096,pqm-1,Direct,SET3,Increasing,ClassC
WBGene00004100,pqn-8,Indirect,SET2,Not_Bound,NA
WBGene00004104,pqn-13,Indirect,SET1,Not_Bound,NA
WBGene00004112,pqn-22,Indirect,SET2,Not_Bound,NA
WBGene00004113,pqn-24,Indirect,SET1,Not_Bound,NA
WBGene00004114,pqn-25,Indirect,SET2,Not_Bound,NA
WBGene00004119,pqn-31,Indirect,SET1,Not_Bound,NA
WBGene00004123,pqn-36,Indirect,SET2,Not_Bound,NA
WBGene00004128,pqn-41,Direct,SET5,Increasing,ClassA
WBGene00004128,pqn-41,Direct,SET5,L3_High,ClassA
WBGene00004128,pqn-41,Direct,SET5,Increasing,ClassA
WBGene00004128,pqn-41,Direct,SET5,Increasing,ClassA
WBGene00004128,pqn-41,Direct,SET5,Increasing,ClassA
WBGene00004128,pqn-41,Direct,SET5,Not_Changing,ClassA
WBGene00004144,pqn-60,Indirect,SET1,Not_Bound,NA
WBGene00004149,trpl-5,Direct,SET3,Increasing,ClassC
WBGene00004153,pqn-71,Direct,SET1,L3_High,ClassD
WBGene00004156,pqn-74,Indirect,SET1,Increasing,NA
WBGene00004157,pqn-75,Indirect,SET2,Not_Bound,NA
WBGene00004163,pqn-82,Indirect,SET2,Not_Bound,NA
WBGene00004168,pqn-88,Indirect,SET2,Not_Bound,NA
WBGene00004169,pqn-89,Direct,SET2,Larval,ClassC
WBGene00004169,pqn-89,Direct,SET2,Increasing,ClassC
WBGene00004173,pqn-94,Indirect,SET2,Not_Bound,NA
WBGene00004174,abu-14,Indirect,SET2,Not_Bound,NA
WBGene00004177,pqn-98,Indirect,SET6,Not_Bound,NA
WBGene00004178,prg-1,Indirect,SET2,Not_Bound,NA
WBGene00004179,prg-2,Indirect,SET2,Not_Bound,NA
WBGene00004189,pars-1,Indirect,SET2,Not_Bound,NA
WBGene00004191,prx-1,Direct,SET6,Increasing,ClassA
WBGene00004193,prx-3,Indirect,SET6,L3_High,NA
WBGene00004197,prx-12,Direct,SET6,L3_High,ClassA
WBGene00004197,prx-12,Direct,SET6,Increasing,ClassA
WBGene00004203,swsn-1,Indirect,SET1,Not_Changing,NA
WBGene00004217,ptr-2,Indirect,SET2,Increasing,NA
WBGene00004218,ptr-3,Indirect,SET4,Not_Bound,NA
WBGene00004230,ptr-16,Indirect,SET2,Not_Bound,NA
WBGene00004235,ptr-21,Direct,SET1,Increasing,ClassD
WBGene00004238,ptr-24,Direct,SET2,Increasing,ClassD
WBGene00004238,ptr-24,Direct,SET2,Larval,ClassD
WBGene00004238,ptr-24,Direct,SET2,Increasing,ClassD
WBGene00004238,ptr-24,Direct,SET2,Larval,ClassD
WBGene00004239,puf-3,Indirect,SET2,Not_Bound,NA
WBGene00004241,puf-5,Indirect,SET2,Not_Bound,NA
WBGene00004244,puf-8,Indirect,SET2,Not_Bound,NA
WBGene00004249,pvf-1,Indirect,SET2,Not_Bound,NA
WBGene00004264,qua-1,Indirect,SET6,Not_Bound,NA
WBGene00004275,rab-11.2,Indirect,SET3,Not_Bound,NA
WBGene00004297,rad-51,Direct,SET2,L3_High,ClassD
WBGene00004333,rec-8,Indirect,SET2,Not_Bound,NA
WBGene00004345,rgs-2,Indirect,SET6,Not_Bound,NA
WBGene00004358,rhr-1,Direct,SET6,Increasing,ClassA
WBGene00004358,rhr-1,Direct,SET6,Larval,ClassA
WBGene00004358,rhr-1,Direct,SET6,Increasing,ClassA
WBGene00004370,rig-3,Indirect,SET1,Not_Bound,NA
WBGene00004371,rig-4,Indirect,SET5,Larval,NA
WBGene00004371,rig-4,Indirect,SET5,Increasing,NA
WBGene00004373,rme-1,Direct,SET2,Increasing,ClassD
WBGene00004373,rme-1,Direct,SET2,Increasing,ClassD
WBGene00004373,rme-1,Direct,SET2,Increasing,ClassD
WBGene00004374,rme-2,Indirect,SET2,Not_Bound,NA
WBGene00004395,rol-3,Direct,SET6,Increasing,ClassA
WBGene00004395,rol-3,Direct,SET6,L3_High,ClassA
WBGene00004395,rol-3,Direct,SET6,Increasing,ClassA
WBGene00004397,rol-6,Indirect,SET2,Not_Bound,NA
WBGene00004400,rom-1,Direct,SET2,Increasing,ClassD
WBGene00004401,rom-2,Direct,SET6,Larval,ClassA
WBGene00004402,rom-3,Indirect,SET2,Not_Bound,NA
WBGene00004405,rop-1,Indirect,SET2,Increasing,NA
WBGene00004405,rop-1,Indirect,SET2,Increasing,NA
WBGene00004459,rpn-2,Indirect,SET2,Not_Bound,NA
WBGene00004461,rpn-5,Indirect,SET2,Not_Bound,NA
WBGene00004463,rpn-7,Indirect,SET2,Not_Bound,NA
WBGene00004468,rpn-12,Indirect,SET2,L3_High,NA
WBGene00004502,rpt-2,Indirect,SET2,L3_High,NA
WBGene00004503,rpt-3,Indirect,SET2,Not_Bound,NA
WBGene00004506,rpt-6,Direct,SET2,L3_High,ClassD
WBGene00004737,scc-1,Direct,SET2,L3_High,ClassD
WBGene00004764,sel-7,Indirect,SET2,Not_Bound,NA
WBGene00004786,sex-1,Indirect,SET2,Not_Changing,NA
WBGene00004786,sex-1,Indirect,SET2,Embryo_Specific,NA
WBGene00004789,sgk-1,Direct,SET3,Increasing,ClassB
WBGene00004789,sgk-1,Direct,SET3,Increasing,ClassB
WBGene00004789,sgk-1,Direct,SET3,Increasing,ClassB
WBGene00004795,sid-1,Indirect,SET2,L3_High,NA
WBGene00004796,sid-2,Direct,SET3,Increasing,ClassB
WBGene00004798,sip-1,Direct,SET2,L3_High,ClassD
WBGene00004808,skr-2,Indirect,SET2,Not_Bound,NA
WBGene00004809,skr-3,Direct,SET2,Increasing,ClassC
WBGene00004810,skr-4,Indirect,SET3,Increasing,NA
WBGene00004811,skr-5,Indirect,SET6,Not_Bound,NA
WBGene00004859,sma-5,Direct,SET2,Increasing,ClassC
WBGene00004859,sma-5,Direct,SET2,Larval,ClassC
WBGene00004859,sma-5,Direct,SET2,Larval,ClassC
WBGene00004859,sma-5,Direct,SET2,Increasing,ClassC
WBGene00004875,smd-1,Direct,SET6,Larval,ClassA
WBGene00004875,smd-1,Direct,SET6,L3_High,ClassA
WBGene00004875,smd-1,Direct,SET6,Increasing,ClassA
WBGene00004876,smf-1,Direct,SET2,Larval,ClassD
WBGene00004878,smf-3,Direct,SET6,Increasing,ClassA
WBGene00004878,smf-3,Direct,SET6,Larval,ClassA
WBGene00004890,smp-2,Direct,SET3,Increasing,ClassB
WBGene00004890,smp-2,Direct,SET3,Increasing,ClassB
WBGene00004898,snb-2,Direct,SET2,L3_High,ClassC
WBGene00004902,snf-3,Indirect,SET5,Not_Bound,NA
WBGene00004922,snt-2,Direct,SET2,L3_High,ClassC
WBGene00004927,snx-1,Indirect,SET2,L3_High,NA
WBGene00004952,spd-1,Indirect,SET2,L3_High,NA
WBGene00004960,spe-6,Indirect,SET2,Not_Bound,NA
WBGene00004979,sph-1,Direct,SET2,Increasing,ClassD
WBGene00004979,sph-1,Direct,SET2,L3_High,ClassD
WBGene00004981,spl-1,Direct,SET2,Increasing,ClassC
WBGene00004981,spl-1,Direct,SET2,Increasing,ClassC
WBGene00004985,spo-11,Direct,SET2,Increasing,ClassD
WBGene00004986,spp-1,Direct,SET6,Increasing,ClassA
WBGene00004987,spp-2,Indirect,SET6,Not_Bound,NA
WBGene00004988,spp-3,Direct,SET6,Larval,ClassB
WBGene00004988,spp-3,Direct,SET6,Larval,ClassB
WBGene00004990,spp-5,Direct,SET6,Larval,ClassA
WBGene00004990,spp-5,Direct,SET6,Larval,ClassA
WBGene00004990,spp-5,Direct,SET6,Larval,ClassA
WBGene00004991,spp-6,Direct,SET6,Increasing,ClassA
WBGene00004993,spp-8,Direct,SET6,Larval,ClassA
WBGene00004993,spp-8,Direct,SET6,Larval,ClassA
WBGene00004993,spp-8,Direct,SET6,Increasing,ClassA
WBGene00004994,spp-9,Indirect,SET2,Not_Bound,NA
WBGene00004996,spp-11,Indirect,SET3,Larval,NA
WBGene00004996,spp-11,Indirect,SET3,L3_High,NA
WBGene00004997,spp-12,Indirect,SET2,Not_Bound,NA
WBGene00004999,spp-14,Direct,SET6,Larval,ClassA
WBGene00005001,spp-16,Indirect,SET6,L3_High,NA
WBGene00005002,spp-17,Direct,SET6,Larval,ClassA
WBGene00005002,spp-17,Direct,SET6,Increasing,ClassA
WBGene00005003,spp-18,Direct,SET4,Larval,ClassB
WBGene00005004,spp-19,Indirect,SET6,Not_Bound,NA
WBGene00005005,K04A8.21,Indirect,SET2,Not_Bound,NA
WBGene00005005,spp-20,Indirect,SET2,Not_Bound,NA
WBGene00005011,F26F4.8,Indirect,SET2,L3_High,NA
WBGene00005019,sqv-1,Indirect,SET2,L3_High,NA
WBGene00005022,sqv-4,Indirect,SET2,Not_Bound,NA
WBGene00005062,sra-36,Indirect,SET6,Not_Bound,NA
WBGene00005063,sra-37,Indirect,SET6,Not_Bound,NA
WBGene00005088,srd-10,Indirect,SET6,Not_Bound,NA
WBGene00005141,srd-64,Indirect,SET3,Not_Bound,NA
WBGene00005153,srf-3,Indirect,SET2,Larval,NA
WBGene00005153,srf-3,Indirect,SET2,L3_High,NA
WBGene00005188,srg-31,Indirect,SET4,Not_Bound,NA
WBGene00005246,srh-21,Indirect,SET6,Not_Bound,NA
WBGene00005253,srh-30,Indirect,SET6,Not_Bound,NA
WBGene00005271,srh-48,Indirect,SET6,Not_Bound,NA
WBGene00005317,srh-98,Indirect,SET3,Not_Bound,NA
WBGene00005346,srh-129,Indirect,SET6,Not_Bound,NA
WBGene00005426,srh-216,Indirect,SET6,Not_Bound,NA
WBGene00005444,srh-237,Indirect,SET6,Not_Bound,NA
WBGene00005447,srh-240,Indirect,SET6,Not_Bound,NA
WBGene00005477,srh-271,Indirect,SET6,Not_Bound,NA
WBGene00005523,sri-11,Indirect,SET6,Not_Bound,NA
WBGene00005524,sri-12,Indirect,SET6,Not_Bound,NA
WBGene00005582,sri-70,Indirect,SET3,Not_Bound,NA
WBGene00005602,srj-14,Indirect,SET2,Not_Bound,NA
WBGene00005643,srp-2,Indirect,SET2,Not_Bound,NA
WBGene00005649,srp-8,Indirect,SET2,L3_High,NA
WBGene00005653,srr-2,Indirect,SET2,Not_Bound,NA
WBGene00005656,srr-5,Indirect,SET2,Not_Bound,NA
WBGene00005657,srr-6,Direct,SET2,L3_High,ClassC
WBGene00005663,sars-1,Indirect,SET2,Not_Bound,NA
WBGene00005664,sru-1,Indirect,SET6,Not_Bound,NA
WBGene00005665,sru-2,Indirect,SET6,Not_Bound,NA
WBGene00005670,sru-7,Indirect,SET6,Not_Bound,NA
WBGene00005703,sru-40,Direct,SET6,Larval,ClassA
WBGene00005703,sru-40,Direct,SET6,Larval,ClassA
WBGene00005713,srv-2,Indirect,SET6,Not_Bound,NA
WBGene00005716,srv-5,Indirect,SET6,Not_Bound,NA
WBGene00005717,srv-6,Indirect,SET3,Not_Bound,NA
WBGene00005754,srw-7,Indirect,SET3,Not_Bound,NA
WBGene00005764,srw-17,Indirect,SET6,Not_Bound,NA
WBGene00005826,srw-79,Indirect,SET6,Not_Bound,NA
WBGene00005832,srw-85,Indirect,SET6,Not_Bound,NA
WBGene00005929,srx-38,Indirect,SET6,Not_Bound,NA
WBGene00005977,srx-86,Indirect,SET3,Not_Bound,NA
WBGene00006005,srx-114,Indirect,SET6,Not_Bound,NA
WBGene00006008,srx-117,Indirect,SET6,Embryo_Specific,NA
WBGene00006016,srx-125,Direct,SET3,Larval,ClassB
WBGene00006063,sto-1,Indirect,SET2,Not_Bound,NA
WBGene00006065,sto-3,Indirect,SET2,Not_Bound,NA
WBGene00006104,str-39,Indirect,SET2,Increasing,NA
WBGene00006113,str-48,Indirect,SET6,Not_Bound,NA
WBGene00006146,str-87,Indirect,SET2,Not_Bound,NA
WBGene00006175,str-124,Indirect,SET2,Not_Bound,NA
WBGene00006184,str-136,Indirect,SET1,Not_Bound,NA
WBGene00006205,str-160,Indirect,SET6,Not_Bound,NA
WBGene00006224,str-180,Direct,SET3,Increasing,ClassC
WBGene00006237,str-204,Indirect,SET1,Not_Bound,NA
WBGene00006278,str-252,Indirect,SET6,Not_Bound,NA
WBGene00006311,sun-1,Indirect,SET2,Not_Bound,NA
WBGene00006372,syx-2,Direct,SET2,Increasing,ClassD
WBGene00006374,syx-4,Indirect,SET1,Not_Bound,NA
WBGene00006375,syp-1,Indirect,SET2,Not_Bound,NA
WBGene00006377,syp-3,Indirect,SET2,Not_Bound,NA
WBGene00006388,taf-7.1,Indirect,SET1,Not_Bound,NA
WBGene00006404,tag-10,Indirect,SET3,Larval,NA
WBGene00006431,tag-52,Direct,SET3,Increasing,ClassB
WBGene00006431,tag-52,Direct,SET3,Increasing,ClassB
WBGene00006436,ttn-1,Indirect,SET1,Not_Bound,NA
WBGene00006440,tag-63,Indirect,SET1,Not_Bound,NA
WBGene00006454,aex-4,Direct,SET6,Larval,ClassA
WBGene00006454,aex-4,Direct,SET6,Increasing,ClassA
WBGene00006454,aex-4,Direct,SET6,Increasing,ClassA
WBGene00006463,nduf-2.2,Indirect,SET2,Not_Bound,NA
WBGene00006464,bath-47,Direct,SET3,Increasing,ClassB
WBGene00006470,tag-120,Direct,SET2,Increasing,ClassC
WBGene00006472,tag-123,Indirect,SET2,Increasing,NA
WBGene00006472,tag-123,Indirect,SET2,L3_High,NA
WBGene00006505,lagr-1,Indirect,SET1,Increasing,NA
WBGene00006516,vps-16,Indirect,SET2,Increasing,NA
WBGene00006522,abcx-1,Indirect,SET6,Not_Bound,NA
WBGene00006530,tba-4,Indirect,SET3,Larval,NA
WBGene00006533,tba-7,Direct,SET2,Larval,ClassC
WBGene00006533,tba-7,Direct,SET2,L3_High,ClassC
WBGene00006539,tbb-6,Indirect,SET1,Not_Bound,NA
WBGene00006541,tbh-1,Indirect,SET1,Not_Bound,NA
WBGene00006585,tni-3,Indirect,SET6,Not_Bound,NA
WBGene00006609,tre-3,Direct,SET3,Increasing,ClassB
WBGene00006609,tre-3,Direct,SET3,Larval,ClassB
WBGene00006616,trp-4,Indirect,SET6,Not_Bound,NA
WBGene00006617,tars-1,Direct,SET2,L3_High,ClassC
WBGene00006617,tars-1,Direct,SET2,Larval,ClassC
WBGene00006618,trt-1,Indirect,SET2,Not_Bound,NA
WBGene00006620,svh-1,Indirect,SET1,Not_Bound,NA
WBGene00006623,try-5,Indirect,SET2,Not_Bound,NA
WBGene00006627,tsp-1,Indirect,SET2,Larval,NA
WBGene00006628,tsp-2,Direct,SET2,Increasing,ClassD
